,text,created,statusSource,screenName,retweetCount,isRetweet
507,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:49,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hemant_80,66,TRUE
508,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 16:49,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",me_sourish,30,TRUE
509,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 16:49,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",YounggunRB2,30,TRUE
510,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 16:49,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jspandey_,59,TRUE
511,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",11/23/2016 16:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",npatel12376,270,TRUE
512,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",naresh0052,95,TRUE
513,#sirjadeja  title has been substituted by #moderndayhitler after #demonetization.,11/23/2016 16:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",anechidna,0,FALSE
514,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",UJ1701,66,TRUE
515,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Be_ManuSya,95,TRUE
516,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ViewsSpade,95,TRUE
517,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fromroshan,76,TRUE
518,RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,11/23/2016 16:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kadavasach1,71,TRUE
519,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rkbahadur1,66,TRUE
520,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 16:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TejasGadiya,45,TRUE
521,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 16:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",namogurlsanj19,30,TRUE
522,"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",11/23/2016 16:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kirankumarkanda,33,TRUE
523,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hindudilse,76,TRUE
524,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:46,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",subramanyajois,95,TRUE
525,"RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",11/23/2016 16:46,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Control_Uday,45,TRUE
526,"RT @FTIIndia: #Demonetization – How does it impact the common man? 
Read our views here - https://t.co/kFCVgGUcmd https://t.co/n5CjxRgCzr",11/23/2016 16:46,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pcheruvally,1,TRUE
527,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MunishSethi777,66,TRUE
528,RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,11/23/2016 16:45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cleviic,71,TRUE
529,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ParuiAbhijan,76,TRUE
530,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 16:44,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pritispeaks,30,TRUE
531,"RT @centerofright: Interesting results from @narendramodi APP poll on #DeMonetization - It is still open , Please participate https://t.co/…",11/23/2016 16:44,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bnbharath,21,TRUE
532,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:44,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AtulCfo,95,TRUE
533,"RT @MahikaInfra: @narendramodi Ji

An unbiased POLL
Of the people
By the people
For the people
of #<U+092D><U+093E><U+0930><U+0924><U+0935><U+0930><U+094D><U+0937> abt
#demonetization
<ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+0087>
https:…",11/23/2016 16:44,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SwatchBharat4u,27,TRUE
534,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:44,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",arunk5feb,76,TRUE
535,"RT @MahikaInfra: @narendramodi
1st Phase deposits of #demonetization is ""The Real Currency Requirement"" of our nation as liquid cash
https:…",11/23/2016 16:44,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SwatchBharat4u,14,TRUE
536,"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",11/23/2016 16:43,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Vennasrinuvasu1,33,TRUE
537,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:43,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kumar_Ke5hav,66,TRUE
538,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:43,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rahulnamo1700,76,TRUE
539,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 16:43,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nilofar31,45,TRUE
540,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:42,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",coat32,76,TRUE
541,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:42,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hanamantaasangi,95,TRUE
542,RT @Ra_THORe: #IndiaFightsCorruption The honest feel vindicated by the historic move on #Demonetization : @arunjaitley ji @ BJP Parliamenta…,11/23/2016 16:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MODIfyingBHARAT,40,TRUE
543,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,11/23/2016 16:42,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mayuranit,41,TRUE
544,"Just think: What If RBI removed 500 and 1000 notes, without telling anyone (Ruling and opposition) shock n surprise<ed><U+00A0><U+00BD><ed><U+00B8><U+009B>#demonetization",11/23/2016 16:42,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",amitjethva,0,FALSE
545,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:41,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",am_ujjwal,95,TRUE
546,RT @Ra_THORe: #Demonetization #IndiaFightsCorruption Immense courage needed to take such a momentous decision @arunjaitley @narendramodi @P…,11/23/2016 16:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MODIfyingBHARAT,43,TRUE
547,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pankaj_mahindru,66,TRUE
548,"RT @Gadgets360: After the #demonetization, searches about #NarendraModi's app are trending on app stores https://t.co/ZetKRqqClX",11/23/2016 16:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheGoku003,11,TRUE
549,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mickyaryan,76,TRUE
550,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BenjwalAnuj,95,TRUE
551,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prashantm52,95,TRUE
552,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,11/23/2016 16:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jatindradeo,41,TRUE
553,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:40,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",modicure,95,TRUE
554,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:40,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SarcasticSadhu,95,TRUE
555,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 16:40,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Humanity404,45,TRUE
556,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:40,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",geeta5579,76,TRUE
557,"RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",11/23/2016 16:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pradeep3940,45,TRUE
558,Watch: Somebody made a spoof video on #demonetization with #AeDilHaiMushkil trailer and it's hilarious… https://t.co/L6NdndHSWp,11/23/2016 16:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",news1and1,0,FALSE
559,RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,11/23/2016 16:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TripathyAnkur87,71,TRUE
560,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",soami_s,76,TRUE
561,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",My_o_logy,66,TRUE
562,"Gadgets360: After the #demonetization, searches about #NarendraModi's app are trending on app stores https://t.co/zniLvLrJdV",11/23/2016 16:39,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",Point_tecno,0,FALSE
563,"RT @pGurus1: #Demonetization move of Modi; Who is supporting it, who is opposing it and why? A complete coverage of all parties - https://t…",11/23/2016 16:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",69b1b71236104d6,19,TRUE
564,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2023ajith,66,TRUE
565,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sanjai2july,66,TRUE
566,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 16:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reetesh777,30,TRUE
567,RT @arvind_69: MamataOfficial After #Demonetization max amount was deposited in #JanDhanAccount in WB. What is the matter? How u brought so…,11/23/2016 16:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",iamsanumanna,1,TRUE
568,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 16:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",naanmic,45,TRUE
569,India's capacity utilization rate on neg. trend - won't be helped in short term by investment and consumption shock due to #demonetization,11/23/2016 16:38,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",steve_hanke,3,FALSE
570,"Additonal Secretary,Economic Affairs, GOI, MM Kutty called on CM Khandu to discuss on #demonetization.… https://t.co/F6HUa5eOSl",11/23/2016 16:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ArunachalDIPR,0,FALSE
571,"RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",11/23/2016 16:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",harsh_nagpal,45,TRUE
572,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Avinashs316,76,TRUE
573,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",abhashkumarbhoi,95,TRUE
574,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",qz_singh,66,TRUE
575,"RT @Gadgets360: After the #demonetization, searches about #NarendraModi's app are trending on app stores https://t.co/ZetKRqqClX",11/23/2016 16:37,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RHamsun,11,TRUE
576,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 16:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yatendra1314,30,TRUE
577,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",darmeshmalhotra,66,TRUE
578,RT @dnaAfterHrs: Watch: Somebody made a spoof video on #demonetization with #AeDilHaiMushkil trailer and it's hilarious https://t.co/oRYBrW…,11/23/2016 16:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jazzJessica,4,TRUE
579,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RSBHAT,76,TRUE
580,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:36,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",LALEETKUMARMUND,76,TRUE
581,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 16:36,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",akhaware,30,TRUE
582,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",naijonam,66,TRUE
583,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:36,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kumarkm53,76,TRUE
584,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:36,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VenkatGiri9,76,TRUE
585,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,11/23/2016 16:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shhelly_kumar,41,TRUE
586,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 16:36,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",InvincibleBabu,30,TRUE
587,RT @CMOMaharashtra: One of the greatest computer scientists Dr. Vijay Bhatkar's views on #demonetization decision by Hon PM @narendramodi h…,11/23/2016 16:35,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",amolgadhave1989,375,TRUE
588,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SickulerHaunter,76,TRUE
589,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:35,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",maxxhoster,76,TRUE
590,RT @CMOMaharashtra: .@ArshadWarsi thanks Hon PM @narendramodi for the decision on #demonetization and #BlackMoney https://t.co/9AwGwJAc5w,11/23/2016 16:35,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",amolgadhave1989,381,TRUE
591,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 16:34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zahidquest,45,TRUE
592,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 16:34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",myvivek1989,66,TRUE
593,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",moodybansal,95,TRUE
594,Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban.… https://t.co/9ObJgwqtO1,11/23/2016 16:34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Punitspeaks,30,FALSE
595,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",indianation1,76,TRUE
596,"RT @Gadgets360: After the #demonetization, searches about #NarendraModi's app are trending on app stores https://t.co/ZetKRqqClX",11/23/2016 16:34,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",MPPCR7,11,TRUE
597,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:33,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheVisuality,76,TRUE
598,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:33,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pappu_pedia,76,TRUE
599,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,11/23/2016 16:33,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zasambhu,41,TRUE
600,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:33,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9U9Gcg69l7kuu4k,76,TRUE
601,"RT<U+25CF>DrGPradhan<U+25CF>8

This tweet of minimathur BIBI explains why she is having a prob with #demonetization ..In first p… https://t.co/iUEGK73nTX",11/23/2016 16:33,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",shriparv,0,FALSE
602,"RT @Gadgets360: After the #demonetization, searches about #NarendraModi's app are trending on app stores https://t.co/ZetKRqqClX",11/23/2016 16:33,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kunal_das_civil,11,TRUE
603,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Abhinair86,76,TRUE
604,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DhavanBhayani,76,TRUE
605,"RT @vijaychavda9: Retweeted Harsh K. Kapoor (@harshkkapoor):

#DeMonetization survey results after 24 hours
5Lacs opinions
Amazing... https…",11/23/2016 16:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",harshkkapoor,1,TRUE
606,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",11/23/2016 16:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gauravdimri2601,270,TRUE
607,RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,11/23/2016 16:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gauravdimri2601,47,TRUE
608,RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,11/23/2016 16:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gauravdimri2601,275,TRUE
609,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",akshaysince1987,76,TRUE
610,"RT @Gadgets360: After the #demonetization, searches about #NarendraModi's app are trending on app stores https://t.co/ZetKRqqClX",11/23/2016 16:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",arjun_NTR,11,TRUE
611,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kapil_kakkar1,76,TRUE
612,RT @Tata_ValueHomes: Lower interest rate will ultimately lead to more buyers because of #LowerEMI. #HappyHomes #Demonetization https://t.co…,11/23/2016 16:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",saadhyudu2011,1,TRUE
613,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,11/23/2016 16:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jayprakash4,41,TRUE
614,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 16:32,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Chaitanya_cj7,95,TRUE
615,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 16:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gokhuls,45,TRUE
616,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 16:31,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SonuDax,76,TRUE
