,text,created,statusSource,screenName,retweetCount,isRetweet
174,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:57,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",krishnpria,76,TRUE
175,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 17:56,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rbr6000,95,TRUE
176,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 17:56,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sainath_kits,95,TRUE
177,"RT @ZeeNewsSports: #Demonetization: @harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with wedding season

https://t…",11/23/2016 17:56,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",unbrahmachari,15,TRUE
178,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,11/23/2016 17:56,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",munireddyab,637,TRUE
179,#Demonetization: @harbhajan_singh gives hilarious 'shagun' suggestion to those struggling with wedding season… https://t.co/6QNe6KGqaO,11/23/2016 17:56,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ZeeNewsSports,15,FALSE
180,RT @ashu3page: A man shaved his head at Jantar-Mantar in protest against #Demonetization  on 13th day of the move. https://t.co/IeXuia3J0X,11/23/2016 17:56,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",PramodKr7227,69,TRUE
181,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,11/23/2016 17:55,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AdMathura,331,TRUE
182,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 17:55,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jaishankar_Sing,30,TRUE
183,"RT @_Hinduism_: How come those people crying for line in banks are not crying for line ups here in......

#demonetization https://t.co/ixY1…",11/23/2016 17:55,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",_Hinduism_,22,TRUE
184,RT @ShashiTharoor: . @anandkamal Frankly i don't understand why @narendramodi doesn't address Parlmnt on #Demonetization. It's his duty&amp;wil…,11/23/2016 17:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CongressALL,57,TRUE
185,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,11/23/2016 17:55,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JaihindRayudu,41,TRUE
186,RT @myvotetoday: Modi's #demonetization received massive public approval. So why is opposition worried about common man and create ruckus i…,11/23/2016 17:54,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",achintparikh,9,TRUE
187,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 17:54,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",abhaymishra09,30,TRUE
188,"Harvard's Larry Summers calls #Demonetization as poor policy with disproportionate negative impact on poor/trade.

https://t.co/2Tt2SfM0g0",11/23/2016 17:54,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",roshankar,9,FALSE
189,RT @ShashiTharoor: . @anandkamal Frankly i don't understand why @narendramodi doesn't address Parlmnt on #Demonetization. It's his duty&amp;wil…,11/23/2016 17:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Himansh29466255,57,TRUE
190,RT @IndiaFactsOrg: #Demonetization: The Ultimate Weapon against Black economy https://t.co/fWvEuH2De6 via @IndiaFactsOrg,11/23/2016 17:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JhansiKiRani77,7,TRUE
191,RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,11/23/2016 17:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Himansh29466255,71,TRUE
192,Monumental blunder or monumental plunder or both? #demonetization,11/23/2016 17:54,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Sukant_Khurana,0,FALSE
193,RT @rishibagree: And they say #demonetization is failure https://t.co/WnjIUqIhdW,11/23/2016 17:54,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sainath_kits,102,TRUE
194,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:53,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gopsec2,76,TRUE
195,Modi acted against national interest. The way to cashless economy need not be #Demonetization. A badly planned move.,11/23/2016 17:53,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",karunasanghvi,0,FALSE
196,"RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",11/23/2016 17:53,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",beiing_tiger_,45,TRUE
197,"RT @rishibagree: More than 700 Fish Vendors across Kolkata have started using e-wallets.
Before #demonetization this number was zero .. Thi…",11/23/2016 17:53,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sainath_kits,947,TRUE
198,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,11/23/2016 17:53,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Maninde42125473,331,TRUE
199,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 17:53,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AtishhR,30,TRUE
200,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 17:53,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",raovikashpranav,66,TRUE
201,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 17:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aapkaTejuBhaiya,95,TRUE
202,"RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",11/23/2016 17:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",krutarth8495,45,TRUE
203,"RT @ANI_news: The queues are not getting longer but are getting shorter day by day: Chanda Kochar,ICIC MD and CEO #demonetization https://t…",11/23/2016 17:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sainath_kits,421,TRUE
204,RT @ShefVaidya: When was the last time you saw Naveen Patnaik or Chandrababu Naidu being interviewed on BBC or NDTV on #DeMonetization?,11/23/2016 17:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sainath_kits,391,TRUE
205,"RT @pGurus1: #Demonetization move of Modi; Who is supporting it, who is opposing it and why? A complete coverage of all parties - https://t…",11/23/2016 17:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vkn2904,19,TRUE
206,"RT @Gadgets360: After the #demonetization, searches about #NarendraModi's app are trending on app stores https://t.co/ZetKRqqClX",11/23/2016 17:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ateeqtak,11,TRUE
207,"RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",11/23/2016 17:51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thy_SikANDER,45,TRUE
208,RT @ashu3page: A man shaved his head at Jantar-Mantar in protest against #Demonetization  on 13th day of the move. https://t.co/IeXuia3J0X,11/23/2016 17:51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bodhisnews,69,TRUE
209,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 17:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",niksnirav,95,TRUE
210,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,11/23/2016 17:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shrenik_gandhi,637,TRUE
211,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 17:51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4ushashishekhar,30,TRUE
212,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",Himalayanyogi2,76,TRUE
213,RT @rishibagree: A Housewife's view on #demonetization https://t.co/nFwuiZUJOD,11/23/2016 17:51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sainath_kits,114,TRUE
214,"RT @ItzCash: @suryanavin MD ItzCash , was live on ET talking about the impact of #Demonetization towards digitization in India.
https://t.c…",11/23/2016 17:50,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SuryaNavin,5,TRUE
215,RT @ashu3page: A man shaved his head at Jantar-Mantar in protest against #Demonetization  on 13th day of the move. https://t.co/IeXuia3J0X,11/23/2016 17:50,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aishwaryverma9,69,TRUE
216,RT @MinhazMerchant: Difficult to verify but if true points to orchestrated campaign to discredit #demonetization with paid fear-mongers htt…,11/23/2016 17:50,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sainath_kits,1057,TRUE
217,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 17:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",deedhinsaan,95,TRUE
218,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,11/23/2016 17:50,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ketan99222,331,TRUE
219,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",patriotindian12,76,TRUE
220,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 17:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",usanghvi55,45,TRUE
221,"RT @jay_ambadi: L&amp;T is retrenching 14000 employees. 
Hope none of the supporters of #Demonetization are included!",11/23/2016 17:49,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AtheistDevil,5,TRUE
222,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:49,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ObhanAjay,76,TRUE
223,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,11/23/2016 17:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",abhinavaawara,637,TRUE
224,"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",11/23/2016 17:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",delli_sai,33,TRUE
225,"RT @rishibagree: This is exactly how some people behaving on #demonetization 

Since Modi Did it lets oppose it
If Sonia Gandhi have done i…",11/23/2016 17:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sainath_kits,120,TRUE
226,"RT @JasBJP: Today I delivered a speech on various issues including #BlackMoney n #demonetization at @BJPKonnagar
@narendramodi @AmitShah @s…",11/23/2016 17:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JasBJP,8,TRUE
227,RT @jamewils: Economy and cost of #Demonetization! https://t.co/YwAO2MES5G,11/23/2016 17:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PriyabrataT,2,TRUE
228,RT @kanimozhi: Ts is exactly what Pappu &amp; opposition has done to themselves by opposing #Demonetization Now none can stop Modi bandwagon ti…,11/23/2016 17:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prembhatt0286,41,TRUE
229,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 17:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AbleArcher7,95,TRUE
230,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 17:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",sir_khujliwal,95,TRUE
231,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rajeshpandey85,76,TRUE
232,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 17:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prembhatt0286,95,TRUE
233,RT @ShefVaidya: NO. @MamtaOfficiaI will say this fire was caused because of #DeMonetization and @narendramodi is responsible! https://t.co/…,11/23/2016 17:47,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sainath_kits,91,TRUE
234,"RT @sandipsabharwal: Most people are with you @narendramodi on #Demonetization
Pl run a poll on where citizens face most harassment in the…",11/23/2016 17:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",anurag29,12,TRUE
235,RT @JLLIndia: #Demonetization's Impact On the #India #Retail sector - Re-Tales by Pankaj Renjhen | ET Retail https://t.co/aVcYTIhdtH,11/23/2016 17:46,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",maitrishah2104,2,TRUE
236,RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,11/23/2016 17:45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Prasanna_Speaks,275,TRUE
237,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 17:44,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",halamalam,45,TRUE
238,RT @aartic02: A World Economist is Rubbishing #Demonetization in India and mind it he doesn't have to score Brownie Points in Indian Politi…,11/23/2016 17:43,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sharadg287,221,TRUE
239,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 17:43,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shivr31ravindra,59,TRUE
240,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 17:43,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Sajesh,66,TRUE
241,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 17:43,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wilsonmpaul,66,TRUE
242,RT @ANI_news: Gurugram (Haryana): Post office employees provide cash exchange to patients in hospitals #demonetization https://t.co/uGMxUP9…,11/23/2016 17:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",imsanjeevthakur,338,TRUE
243,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 17:42,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",journomanish,66,TRUE
244,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:42,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nilleo007,76,TRUE
245,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 17:42,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",calamur,66,TRUE
246,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 17:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ikaveri,66,TRUE
247,RT @aartic02: A World Economist is Rubbishing #Demonetization in India and mind it he doesn't have to score Brownie Points in Indian Politi…,11/23/2016 17:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aap_jehanabad,221,TRUE
248,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",11/23/2016 17:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ka979896,270,TRUE
249,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,11/23/2016 17:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sareen_prashant,66,TRUE
250,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na…",11/23/2016 17:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",somthakur001,59,TRUE
251,"RT @pGurus1: #Demonetization move of Modi; Who is supporting it, who is opposing it and why? A complete coverage of all parties - https://t…",11/23/2016 17:40,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AlwaysProIndian,19,TRUE
252,@YRDeshmukh Yes. We should always rely on private psephologists/agencies . Always reliable.@realDonaldTrump can vouch for it.#demonetization,11/23/2016 17:40,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DeepuBajrangi,0,FALSE
253,"RT @AmitDhiman_: #Demonetization is the 2nd word trending after #Intolerance. Thanks Pappu, Kejri, Mamta. #VishalJanSabha #KhulkeDulke #Ind…",11/23/2016 17:39,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",vipan2u,8,TRUE
254,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jaiiihinddd,76,TRUE
255,"RT @r_raghuraj: Today I saw 200 black money hoarders out of 125 crore
standing in ques outside Parliament against
#Demonetization https://t…",11/23/2016 17:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sunilaol2305,2,TRUE
256,"RT @Atheist_Krishna: BEFORE and AFTER Gandhi ji heard they are standing there against #Demonetization
. https://t.co/9NheK63TPg",11/23/2016 17:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ParthPa07241800,95,TRUE
257,"RT @SharmaKhemchand: 2day #namovolunteers had meeting with @malviyamit ji over #demonetization, decided 2 expose opposition by
#<U+0938><U+093E><U+0930><U+0947>_<U+091A><U+094B><U+0930>_<U+092E>…",11/23/2016 17:39,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KapilGurjarBJP,27,TRUE
258,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ChankyaBihar,76,TRUE
259,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 17:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",annatarajgowda,45,TRUE
260,Exceptional response by the people in support of #Demonetization https://t.co/AntAlYTwYO,11/23/2016 17:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",siddromi,0,FALSE
261,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Girish8003,76,TRUE
262,"RT @tweepul: Even if you're 100% white money &amp; even if you're unaffected, this #demonetization move has given a lot of folks a reason to pa…",11/23/2016 17:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rrtwts,48,TRUE
263,"Mr.Dust-o-bin of TMC to release Mamta App world wide,to look after #demonetization support.  

@quizderek @Goldenthrust",11/23/2016 17:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jain_Sahab2016,0,FALSE
264,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hasit108,76,TRUE
265,RT @TalkOrTweets: #Demonetization Now affecting even the dumb rich ...who now have to use public transport https://t.co/8RW0WZat3o,11/23/2016 17:36,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",brijwhiz,1,TRUE
266,"Cousin fired 27 staff today with a promise 2 rehire in 6 months.Says no new orders + no cash to pay them .Heartbreaking.

#Demonetization",11/23/2016 17:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Vipul_88,3,FALSE
267,"I thought only black money holder wud hate demonetization.No there r many, we cal them by many names like C#%, l#$, etc etc#demonetization",11/23/2016 17:36,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",soaddictedto,0,FALSE
268,.@suraj_agarwal_ more bhakt abuse more Modi reduce #demonetization open pandora box everyone knows Modi has no brain everything go in drain,11/23/2016 17:36,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Mohitmsood,0,FALSE
269,"How can a #PM who can't even #control his #emotions, #control an #entire #nation! #Demonetization #NotADefaulter #PMModi #NotProCongress! <ed><U+00A0><U+00BE><ed><U+00B4><U+0090><ed><U+00A0><U+00BD><ed><U+00B8><U+0092>",11/23/2016 17:36,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ANI_cdote,0,FALSE
270,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iVimalPandey,76,TRUE
271,"RT @Atheist_Krishna: The effect of #Demonetization !!
. https://t.co/A8of7zh2f5",11/23/2016 17:35,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ankitvasta1,45,TRUE
272,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:35,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SPJ1810,76,TRUE
273,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,11/23/2016 17:35,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yaajushi,637,TRUE
274,RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,11/23/2016 17:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",500Urvashi,7,TRUE
275,RT @Dipankar_cpiml: The Modi app on #DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards…,11/23/2016 17:35,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sowmyareddyr,45,TRUE
276,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't…",11/23/2016 17:35,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",amareshskumar,76,TRUE
277,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,11/23/2016 17:35,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sumit1221,637,TRUE
278,"RT @kapil_kausik: #Doltiwal I mean #JaiChandKejriwal is ""hurt"" by #Demonetization as the same has rendered USELESS <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""acquired funds"" No wo…",11/23/2016 17:35,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MayTkt,20,TRUE
279,RT @Punitspeaks: Survey result so far by @PMOIndia on #Demonetization. 5 lakh response in 24 hrs. 90% supports note ban. #MeraDeshBadalRaha…,11/23/2016 17:34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MihirBSR,30,TRUE
280,RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,11/23/2016 17:34,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",iHolyCow,7,TRUE
281,RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,11/23/2016 17:34,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",iTheTrollKiller,7,TRUE
282,RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,11/23/2016 17:34,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Modi3rdClass,7,TRUE
283,RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,11/23/2016 17:34,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KehKDsunga,7,TRUE
284,"RT @RoflGandhi_: No issues with #demonetization, my maid's son exchanged money in just 15 mins, that too when she doesn't have a son and I…",11/23/2016 17:34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",viksbhatt,1010,TRUE
285,RT @AAPVind: #Demonetization Is Disaster!  @naam_pk,11/23/2016 17:34,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Eagl3Eye_,7,TRUE
